WATERSHED_FEATURE_ID,RB_Status,CT_Status,BT_Status,DV_Status
14625,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14626,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
14627,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14628,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
14629,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14630,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.
14631,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14632,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Very likely: >10 km of suitable stream reaches.
14633,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14634,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14636,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14638,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14639,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14640,Very likely: >10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14641,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14642,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14643,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15053,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15054,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
15055,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15056,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15057,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15058,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15059,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15060,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15061,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15062,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15063,Very likely: >10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.
15064,Very likely: >10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15065,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15066,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15067,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15068,Confirmed,Confirmed,Confirmed,Confirmed
15069,Confirmed,Confirmed,Confirmed,Confirmed
15070,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15071,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15072,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
15073,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
15074,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15075,Possible: 0.1_1 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15076,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15077,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15078,Confirmed,Confirmed,Confirmed,Confirmed
15079,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15080,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15081,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
15082,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15083,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15084,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15085,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15086,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15087,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
15088,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15089,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15090,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15091,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15092,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15093,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15094,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15095,Confirmed,Confirmed,Confirmed,Confirmed
15096,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15097,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15098,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15099,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15100,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.
15101,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15102,Confirmed,Confirmed,Confirmed,Confirmed
15103,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15104,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15105,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15106,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15107,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15108,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15109,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15110,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Confirmed
15111,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15112,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15113,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
15114,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
15115,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15116,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
15117,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15118,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15119,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15120,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15121,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15122,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15123,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
15124,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15125,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15126,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15127,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15128,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
15129,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15130,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
15131,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15132,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15133,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15134,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15135,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15136,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15137,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
15138,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
15139,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15140,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15141,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15142,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15143,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15144,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15145,Confirmed,Confirmed,Confirmed,Confirmed
15146,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15147,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
15148,Confirmed,Confirmed,Confirmed,Confirmed
15149,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15150,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
15151,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
15152,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
15153,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15154,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15155,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15156,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15157,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
15158,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15159,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15160,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15161,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
15162,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15163,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
15164,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Confirmed
15165,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
15166,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16549,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16550,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16551,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16552,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16553,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16554,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16555,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16556,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16557,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16558,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16559,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16560,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16561,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16562,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
16563,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Confirmed
16564,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16565,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16566,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16567,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16568,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16569,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16570,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
16571,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
16572,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16573,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16574,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16575,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16576,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16577,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16578,Possible: 0.1_1 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16579,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16580,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16581,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16582,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16583,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16584,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16585,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
16586,Confirmed,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Confirmed
16587,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16588,Confirmed,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Confirmed
16589,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16590,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16591,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16592,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16593,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16594,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Confirmed
16595,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
16596,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Confirmed
16597,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16598,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16599,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16600,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16601,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16602,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16603,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Confirmed
16604,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16605,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16606,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16607,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
